Geog,,,,Subfield,,,
13-1,,,,13-2,,,
0,50.64088398,mean,,0,,54.39037433,mean
0,24.67508837,sd,,0,,27.62937508,sd
0,,,,0,,,
15,,,,0,,,
20,,,,0,,,
10,,,,1,,,
15,,,,1,,,
5,,,,3,,,
10,,,,5,,,
20,,,,5,,,
20,,,,5,,,
30,,,,5,,,
80,,,,5,,,
10,,,,5,,,
25,,,,10,,,
30,,,,10,,,
30,,,,10,,,
30,,,,10,,,
40,,,,10,,,
50,,,,10,,,
50,,,,10,,,
50,,,,10,,,
99,,,,10,,,
1,,,,10,,,
1,,,,11,,,
50,,,,15,,,
65,,,,15,,,
40,,,,15,,,
60,,,,20,,,
80,,,,20,,,
15,,,,20,,,
50,,,,25,,,
25,,,,25,,,
75,,,,25,,,
10,,,,25,,,
10,,,,30,,,
15,,,,30,,,
20,,,,30,,,
20,,,,30,,,
30,,,,30,,,
40,,,,30,,,
50,,,,30,,,
50,,,,30,,,
60,,,,30,,,
60,,,,30,,,
30,,,,30,,,
70,,,,30,,,
20,,,,35,,,
20,,,,40,,,
40,,,,40,,,
50,,,,40,,,
50,,,,40,,,
60,,,,40,,,
10,,,,45,,,
20,,,,50,,,
20,,,,50,,,
25,,,,50,,,
25,,,,50,,,
30,,,,50,,,
30,,,,50,,,
30,,,,50,,,
30,,,,50,,,
40,,,,50,,,
40,,,,50,,,
40,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
50,,,,50,,,
60,,,,50,,,
60,,,,50,,,
70,,,,50,,,
20,,,,50,,,
20,,,,50,,,
20,,,,60,,,
30,,,,60,,,
40,,,,60,,,
50,,,,60,,,
50,,,,60,,,
50,,,,60,,,
50,,,,60,,,
60,,,,60,,,
60,,,,60,,,
60,,,,60,,,
60,,,,60,,,
60,,,,60,,,
70,,,,60,,,
70,,,,60,,,
80,,,,60,,,
40,,,,60,,,
80,,,,60,,,
60,,,,60,,,
40,,,,65,,,
50,,,,65,,,
50,,,,70,,,
50,,,,70,,,
60,,,,70,,,
60,,,,70,,,
70,,,,70,,,
70,,,,70,,,
70,,,,70,,,
70,,,,70,,,
70,,,,70,,,
70,,,,70,,,
80,,,,70,,,
25,,,,70,,,
50,,,,70,,,
50,,,,70,,,
50,,,,70,,,
60,,,,75,,,
60,,,,75,,,
70,,,,75,,,
75,,,,75,,,
75,,,,75,,,
75,,,,75,,,
75,,,,75,,,
40,,,,75,,,
50,,,,75,,,
60,,,,75,,,
60,,,,75,,,
60,,,,80,,,
70,,,,80,,,
70,,,,80,,,
70,,,,80,,,
70,,,,80,,,
70,,,,80,,,
75,,,,80,,,
75,,,,80,,,
80,,,,80,,,
80,,,,80,,,
80,,,,80,,,
80,,,,80,,,
80,,,,80,,,
80,,,,80,,,
80,,,,80,,,
80,,,,80,,,
50,,,,80,,,
60,,,,80,,,
10,,,,80,,,
10,,,,80,,,
50,,,,80,,,
50,,,,80,,,
50,,,,85,,,
70,,,,85,,,
75,,,,85,,,
80,,,,90,,,
80,,,,90,,,
90,,,,90,,,
100,,,,90,,,
90,,,,90,,,
90,,,,90,,,
0,,,,90,,,
90,,,,90,,,
0,,,,90,,,
80,,,,90,,,
90,,,,90,,,
100,,,,95,,,
100,,,,95,,,
100,,,,100,,,
100,,,,100,,,
100,,,,100,,,
,,,,100,,,
,,,,100,,,
,,,,100,,,
,,,,100,,,
,,,,100,,,
,,,,100,,,
